source_url,retrieved_at,source_category,prompt_id,title,prompt_url,duplicate_in_source,source_highlight
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,581,損失回避の心理を活用した広報文,https://nanyo-city.jpn.org/download_prompt/download.php?download=581,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,577,感情を動かし、行動を促す広報文作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=577,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,578,顧客の感情を動かす体験型ストーリー作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=578,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,752,共感を呼び本記事へ誘うプロンプト,https://nanyo-line.github.io/prompt/752.html,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,482,提示内容の効果的な構成案作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=482,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,483,文章を作成する際の構成の型を提案する,https://nanyo-city.jpn.org/download_prompt/download.php?download=483,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,454,論理的3段落構成（導入→説明→結論）の文章作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=454,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,492,頭の中を言語化するステップを作成する,https://nanyo-city.jpn.org/download_prompt/download.php?download=492,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,717,自分が成りたい自分のAIとして想いを形にする,https://nanyo-line.github.io/prompt/717.html,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,736,共鳴フレーズを使った思想構築,https://nanyo-line.github.io/prompt/736.html,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,746,『二段構え』提案プロンプト,https://nanyo-line.github.io/prompt/746.html,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,779,戦略的「思考の設計力」強化エージェント,https://nanyo-line.github.io/prompt/779.html,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,216,書類送付時の添書を生成する,https://nanyo-city.jpn.org/download_prompt/download.php?download=216,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,366,説得力のある決裁書（稟議書）の作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=366,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,589,気の利いた時候の挨拶を含んだ文書を作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=589,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,377,サンプル文を基にして文章を構築する,https://nanyo-city.jpn.org/download_prompt/download.php?download=377,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,433,インタビューをもとに記事を作成する,https://nanyo-city.jpn.org/download_prompt/download.php?download=433,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,481,体験談から得られる学びを考察し言語化する,https://nanyo-city.jpn.org/download_prompt/download.php?download=481,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,530,ユーザーの体験談を作る（KSKK文章作成法）,https://nanyo-city.jpn.org/download_prompt/download.php?download=530,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,371,住民の心に響く広報文ガイドラインの作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=371,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,654,入力文章の想定質問生成,https://nanyo-city.jpn.org/download_prompt/download.php?download=654,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,749,読者の心に「残響」を生む、深掘り記事紹介,https://nanyo-line.github.io/prompt/749.html,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,750,読者の魂に「自分事」として響かせる記事紹介,https://nanyo-line.github.io/prompt/750.html,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,7,特定のキーワードを使って文章をつくる,https://nanyo-city.jpn.org/download_prompt/download.php?download=7,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,74,特定分野のキーワードに合った文章を作成（①構成の骨組みを作成）,https://nanyo-city.jpn.org/download_prompt/download.php?download=74,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,115,テーマに沿った「反論」と「理由」を用いた文章の作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=115,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,190,ステップバイステップの記事生成,https://nanyo-city.jpn.org/download_prompt/download.php?download=190,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,378,キーワード入力による記事生成のステップガイド,https://nanyo-city.jpn.org/download_prompt/download.php?download=378,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,432,テーマに基づく論文/記事執筆支援（文字数指定）,https://nanyo-city.jpn.org/download_prompt/download.php?download=432,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,452,親しみやすい専門記事作成ガイド＆文例生成プロンプト,https://nanyo-city.jpn.org/download_prompt/download.php?download=452,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,311,セミナー・イベント用台本作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=311,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,437,設備トラブル現場メモからの報告書自動生成,https://nanyo-city.jpn.org/download_prompt/download.php?download=437,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,648,役員向けプロジェクト報告書作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=648,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,649,部門間協力依頼文書作成支援,https://nanyo-city.jpn.org/download_prompt/download.php?download=649,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,536,名詞の洗練による成果物の魅力向上,https://nanyo-city.jpn.org/download_prompt/download.php?download=536,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,546,複雑な概念を理解するためのインタラクティブな図解作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=546,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,548,テキストをインフォグラフィック資料化する,https://nanyo-city.jpn.org/download_prompt/download.php?download=548,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,702,図解化するプロンプト,https://nanyo-line.github.io/prompt/702.html,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,221,ランダムなつぶやきから一貫性のある文章を作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=221,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,647,技術ナレッジ記事作成ガイドライン設計,https://nanyo-city.jpn.org/download_prompt/download.php?download=647,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,722,自己監査型・品質補正プロンプト,https://nanyo-line.github.io/prompt/722.html,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,637,コラム構成設計とコラム見出しを補完する,https://nanyo-city.jpn.org/download_prompt/download.php?download=637,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,638,検索意図を極限まで深掘りしたオリジナルコラム作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=638,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,644,対談内容をコラムに変換する,https://nanyo-city.jpn.org/download_prompt/download.php?download=644,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,104,論述作成のガイドラインをつくる,https://nanyo-city.jpn.org/download_prompt/download.php?download=104,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,256,高精度なキーワードリストを作成する,https://nanyo-city.jpn.org/download_prompt/download.php?download=256,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,291,ターゲット読者向けブログ記事構成作成支援,https://nanyo-city.jpn.org/download_prompt/download.php?download=291,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,296,ブログテーマを提案してもらう,https://nanyo-city.jpn.org/download_prompt/download.php?download=296,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,302,ブログ記事の特定テーマ深掘り,https://nanyo-city.jpn.org/download_prompt/download.php?download=302,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,457,マンガシーンからシナリオ作成プロンプト,https://nanyo-city.jpn.org/download_prompt/download.php?download=457,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,504,夢と志から指針を作成するプロンプト,https://nanyo-city.jpn.org/download_prompt/download.php?download=504,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,537,目標の成果物の全体像と構成要素のガイドライン,https://nanyo-city.jpn.org/download_prompt/download.php?download=537,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,312,セミナーやイベントの実施計画書を作る,https://nanyo-city.jpn.org/download_prompt/download.php?download=312,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,373,簡易入力対応 イベント企画書自動生成,https://nanyo-city.jpn.org/download_prompt/download.php?download=373,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,387,セミナー等の事前質問シートを作成する,https://nanyo-city.jpn.org/download_prompt/download.php?download=387,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,393,セミナー開催手順のタイムライン作成プロンプト,https://nanyo-city.jpn.org/download_prompt/download.php?download=393,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,245,メモを魅力的なブログ記事に転換する,https://nanyo-city.jpn.org/download_prompt/download.php?download=245,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,292,読者の興味を引くブログ記事の執筆,https://nanyo-city.jpn.org/download_prompt/download.php?download=292,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,479,結論に基づいた読者行動促進ブログ記事生成,https://nanyo-city.jpn.org/download_prompt/download.php?download=479,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,502,コラム見出し対応説明文の補完,https://nanyo-city.jpn.org/download_prompt/download.php?download=502,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,474,記念誌寄稿用祝辞作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=474,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,475,式典参加者向け挨拶文作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=475,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,68,目的に合ったスピーチ原稿の草案作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=68,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,69,感謝の言葉を述べる原稿の草案を作る,https://nanyo-city.jpn.org/download_prompt/download.php?download=69,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,75,送付目的に沿った挨拶状を作成したい,https://nanyo-city.jpn.org/download_prompt/download.php?download=75,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,268,挨拶文の自然な生成,https://nanyo-city.jpn.org/download_prompt/download.php?download=268,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,273,過去の挨拶文を参考にして、挨拶文のたたき台を作る,https://nanyo-city.jpn.org/download_prompt/download.php?download=273,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,476,市長向け市民イベント挨拶文作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=476,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,477,会議冒頭挨拶文作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=477,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,176,推薦文を作成する,https://nanyo-city.jpn.org/download_prompt/download.php?download=176,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,258,生成AIを活用したクリエイティブなメッセージ作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=258,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,318,ターゲットに合わせた質問への理解しやすい回答の作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=318,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,325,会議の音声データから正確な会議録を作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=325,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,397,会議議事録のまとめ作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=397,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,419,会議の効果的進行と合理的意思決定のサポート分析,https://nanyo-city.jpn.org/download_prompt/download.php?download=419,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,507,会議録音のアジェンダ形式整理,https://nanyo-city.jpn.org/download_prompt/download.php?download=507,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,624,参加者の声を用いた高信頼性推薦文生成プロンプト,https://nanyo-city.jpn.org/download_prompt/download.php?download=624,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,795,コンプリートメッセージ構築,https://nanyo-line.github.io/prompt/795.html,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,819,会議録のまとめを作る,https://nanyo-line.github.io/prompt/819.html,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,35,【簡単】Q＆A集の素案作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=35,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,239,簡潔で魅力的な説明文作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=239,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,341,汎用性のあるFAQドラフト作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=341,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,390,ネタ切れ防止アイデア出しプロンプト,https://nanyo-city.jpn.org/download_prompt/download.php?download=390,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,547,IFAを使った魅力設計手法プロンプト,https://nanyo-city.jpn.org/download_prompt/download.php?download=547,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,582,アイディア発展支援：プレイズファースト法,https://nanyo-city.jpn.org/download_prompt/download.php?download=582,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,711,隙のあるアイディア,https://nanyo-line.github.io/prompt/711.html,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,254,連絡文章テンプレート生成ツール,https://nanyo-city.jpn.org/download_prompt/download.php?download=254,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,561,汎用の募集文作成プロンプト,https://nanyo-city.jpn.org/download_prompt/download.php?download=561,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,593,文章構造分析とテンプレート生成AIプロンプト,https://nanyo-city.jpn.org/download_prompt/download.php?download=593,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,772,GSP文章構造解析・汎用テンプレート作成,https://nanyo-line.github.io/prompt/772.html,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,47,会議議事録作成のための要約,https://nanyo-city.jpn.org/download_prompt/download.php?download=47,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,299,文字起こしAIを活用した効率的な議事録作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=299,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,455,文字起こし出力テキストの校正と整形,https://nanyo-city.jpn.org/download_prompt/download.php?download=455,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,606,アクションドリブンAI議事録作成,https://nanyo-city.jpn.org/download_prompt/download.php?download=606,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,775,「読んで分かる」「読んだら動ける」議事録作成,https://nanyo-line.github.io/prompt/775.html,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,202,論文要約（成長戦略）,https://nanyo-city.jpn.org/download_prompt/download.php?download=202,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,313,効率的な記事要約とポイント伝達,https://nanyo-city.jpn.org/download_prompt/download.php?download=313,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,427,高品質な最新ニュース要約プロンプト,https://nanyo-city.jpn.org/download_prompt/download.php?download=427,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,626,最新トレンド・ニュース記事の効率的要約プロンプト,https://nanyo-city.jpn.org/download_prompt/download.php?download=626,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,381,論点抽出とバイアス回避のための多視点アドバイス生成,https://nanyo-city.jpn.org/download_prompt/download.php?download=381,no,no
http://www.city.nanyo.yamagata.jp/dxchosei/5793,2026-07-12T01:28:53.056856+00:00,文章作成・要約,524,本質的な要約生成プロンプト,https://nanyo-city.jpn.org/download_prompt/download.php?download=524,no,no
